id,mevcut_sınıf,mevcut_severity,R1_mi,önerilen_sınıf,authority_source,confidence,spec_anchor,normatif_ibare,gerekçe,notlar
XFL_005,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_times'ta tanımsız stop_id
XFL_006,Spec,Orta,hayır,Analytics,PROJECT_ANALYTICS,MEDIUM,—,yok,Yalnız iptal-istisnalı service_id türetilmiş; spec açık norm yok,service_id yalnızca iptal istisnası içeriyor (aktif gün yok)
XFL_007,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),agency_id bulunamadı
XFL_009,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Enum / format kısıtı,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),level_id geçersiz
XFL_010,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),frequencies'te tanımsız trip_id
XFL_015,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Attribution'da geçersiz referans
XFL_016,Spec,Yuksek,hayır,Spec,GTFS_SPEC,MEDIUM,#translationstxt,Koşullu FK,feed_info referansı ama dosya eksik; koşullu — kartı incele,Çeviri feed_info'ya referans veriyor ama feed_info.txt eksik
XFL_019,Spec,Orta,hayır,Spec,GTFS_SPEC,HIGH,#cross-file,Normatif kısıt,Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),Ağ tanımı iki ayrı dosyada (routes.network_id + route_networks.txt)
XFL_020,Spec,Yuksek,hayır,Spec,GTFS_SPEC,MEDIUM,#transferstxt,Bileşik FK,(trip/route) çifti geçerliliği; koşullu — spec ibaresi doğrulanmalı,"Transfers'de geçersiz (from_trip_id/to_trip_id, route_id) çifti"
XFL_021,Spec,Yuksek,hayır,Spec,GTFS_SPEC,MEDIUM,#transferstxt,Bileşik FK,(trip/stop) çifti geçerliliği; koşullu — spec ibaresi doğrulanmalı,"Transfers'de geçersiz (from_trip_id/to_trip_id, stop_id) çifti"
XFL_022,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),location_group_id bulunamadı (location_group_stops)
XFL_023,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),stop_id bulunamadı (location_group_stops)
XFL_024,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),location_group_id bulunamadı (stop_times)
XFL_025,Spec,Kritik,EVET,Spec,GTFS_SPEC,HIGH,#cross-file,Yabancı anahtar (foreign key),Açık GTFS normatif kısıt (required/enum/FK/uniqueness/format),location_id bulunamadı (locations.geojson)
